Show,AirDate,Round,Category,Value,qLength,qHardWords,qDaleChall,aLength,hasMedia,mediaLink,Question,Answer
4743,3/30/2005,1,KITTY LIT,800,18,4,8.04,2,0,,"He wrote an ""Ode on the Death of a Favorite Cat"" (as well as that other famous ""Elegy"")",(Thomas) Gray
5595,12/26/2008,0,FAMOUS RAYS,200,15,7,11.75,1,0,,In 1954 industrial designer Raymond Loewy redesigned the iconic shape of this soft drink's bottle,Coke
5452,4/29/2008,0,BRANDED,400,4,2,11.73,1,0,,"It's ""the quicker picker-upper""",Bounty
4284,3/27/2003,1,TRAVEL & TOURISM,2000,17,3,7.27,2,0,,"When in Rome, it's hard to miss this ancient monument seen here; it's over 100 feet tall",Trajan's Column
4628,10/20/2004,1,THE YOU-NIVERSE,1200,10,5,12.03,2,0,,"Containing 33 vertebrae, it's also known as the vertebral column",the spine
5312,10/16/2007,0,"FISH, BIRD OR MAMMAL",800,2,1,11.63,2,0,,The bongo,a mammal
6133,4/20/2011,1,"YOU COULD ""WIN""",2000,10,5,12.03,2,0,,It's the largest lake entirely within the province of Manitoba,Lake Winnipeg
5373,1/9/2008,0,WORLD FACTS,400,11,5,11.36,1,0,,"Quite simply, this semolina favorite is the national dish of Algeria",couscous
4945,2/24/2006,0,T3: RISE OF THE CONSONANTS,1000,11,6,13.61,2,0,,A powerful empire in Asia Minor & Syria around 1500 B.C.,the Hittites
4292,4/8/2003,1,CHARACTERS IN PLAYS,1600,17,6,9.63,1,0,,In this play Veta Simmons tries to get her brother Elwood P. Dowd committed to a sanitorium,Harvey
4287,4/1/2003,0,GET ONE FLEA,800,9,2,7.59,2,0,,"This popular golfer's fans were known as ""Lee's Fleas""",Lee Trevino
6026,11/22/2010,0,THE DREADED COUNTING CATEGORY,800,19,5,8.73,3,0,,"If Joe Biden counts senators to see if he has a quorum, he can stop after these 3 numbers","49, 50, 51"
4258,2/19/2003,1,CZECH REPUBLIC HISTORY,800,16,5,9.36,2,0,,"In 1998 the republic won Olympic gold in this sport thanks to Dominik ""The Dominator"" Hasek",ice hockey
5750,9/18/2009,0,"YOU'RE ""DEAD"" ON",200,9,3,9.35,1,0,,Comedy style in which the face shows no expression,deadpan
4647,11/16/2004,0,MUSIC ON MY iPOD,400,15,7,11.75,2,0,,"I'm really into this band whose name means ""Boys entering anarchistic state towards internal excellence""",Beastie Boys
4162,10/8/2002,1,WRITERS' PEN NAMES,400,2,2,19.53,2,0,,Richard Bachman,Stephen King
5813,12/16/2009,1,"""D.P.""",1200,47,15,10.32,2,1,"http://www.j-archive.com/media/2009-12-16_DJ_03.jpg, http://www.j-archive.com/media/2009-12-16_DJ_03.wmv","(Kelly of the Clue Crew shows an illusion on the monitor.)  Shadows make the images on the left appear convex, & the right seem concave; turning them upside down reverses the effect due to this, the ability to see objects in three dimensions",depth perception
5419,3/13/2008,0,"""DEATH""",600,6,1,7.78,3,1,http://www.j-archive.com/media/2008-03-13_J_18.jpg,Napoleon's is seen here,a death mask
4042,3/12/2002,1,PURPLE HEART WINNERS,2000,15,8,12.8,2,0,,"Killed near Okinawa in 1945, this Pulitzer Prize-winning journalist was awarded a posthumous Purple Heart",Ernie Pyle
5684,4/30/2009,0,MOVIES IN MINIVANS,200,19,5,8.73,1,0,,The minivan in front of me is playing this 2001 movie where Fiona turns into a somewhat attractive ogre,Shrek
4847,10/11/2005,0,NATIVE AMERICAN HISTORY,400,19,7,10.4,1,0,,The Pawtuxet Indian known as Squanto is famous for teaching the Pilgrims how to plant this crop aka maize,corn
6196,7/18/2011,0,AT HOME WITH A GOOD BOOK,1000,12,4,9.2,1,0,,"Manderley, which the second Mrs. de Winter dreamt she went to again",Rebecca
5532,9/30/2008,0,AIRLINE CARRY-ON NO-NOs,200,18,6,10.32,1,0,,Chlorine for the pool?  Nope.  Used as this type of liquid chemical whitener?  Also no,bleach
5727,6/30/2009,0,THE NEW YORK TIMES BOOK REVIEW,400,15,7,11.75,2,0,,"This Bernhard Schlink novel about Hanna Schmitz was ""ultimately hopeful""; it became a 2008 film",The Reader
5902,4/20/2010,0,NATIVE AMERICANS,400,19,7,10.4,2,0,,"Originally called Curly, this ""mad"" guy was the battlefield leader during the Sioux Wars of resistance in the 1870s",Crazy Horse
6051,12/27/2010,0,CIVIL WAR DIARY,400,16,5,8.97,2,0,,"Feb. 18, 1861: Dear Diary: At Montgomery for his inaugural. Ate some mighty fine hush puppies...",Jeff Davis
6081,2/7/2011,1,LITTLE PEOPLE,400,12,2,7.05,2,0,,"This wild man's hits include ""Long Tall Sally"" & ""Rip It Up""",Little Richard
4396,10/20/2003,1,BORDERS,800,21,4,7.9,1,0,,Go up the north face of Mount Everest & down the south face & you'll cross from Tibet into this country,Nepal
5368,1/2/2008,1,LET'S GET SAUCED,1600,15,3,7.54,1,0,,"""The butter of Provence"", this sauce gets its name from the French for garlic, ""ail""",aioli
5573,11/26/2008,0,DEAR JOHN,800,18,8,11.91,2,0,,"In the '90s this future attorney general teamed with Larry Craig & 2 others as ""The Singing Senators""",John Ashcroft
5422,3/18/2008,1,"THERE'S ""AU""",2000,12,4,9.5,1,0,,"The puffin is a member of this ""great"" family of penguin-like birds",auks
4921,1/23/2006,1,A LITTLE DICKENS,1600,13,6,11.57,2,0,,It's the specific type of prison where Charles Dickens' father suffered in 1824,debtor's prison
5908,4/28/2010,1,SUPREME COURTSHIP,800,15,4,8.59,2,0,,"He married Virginia Lamp in 1987; in 1991, he was hit by Hurricane Anita... Hill",Clarence Thomas
5513,7/23/2008,1,U.S. PRESIDENTS,1600,20,7,10.16,2,0,,JFK played golf with Bing Crosby during his 1961 Easter vacation at the Kennedy family's home in this Florida town,Palm Beach
5123,12/13/2006,1,CONAN O'BRIEN,1600,22,9,11.73,1,1,http://www.j-archive.com/media/2006-12-13_DJ_19.jpg,"A gag begun in 2005 often points out how much Conan resembles Tarja Halonen, the female president of this nation",Finland
5193,3/21/2007,0,JEWISH HISTORY,400,30,10,9.97,2,1,http://www.j-archive.com/media/2007-03-21_J_18.jpg,"(Jimmy of the Clue Crew gives the clue from Prague, Czech Republic.) Josefov, named for an emperor, is Prague's version of this area, to which Jews were restricted",the ghetto
4844,10/6/2005,1,MR. JOHNSON,400,13,5,10.35,2,0,,You'll find this man's presidential library at the University of Texas in Austin,Lyndon Johnson
4790,6/3/2005,0,ABBREVIATED S,400,4,1,7.78,1,0,,On a report card,satisfactory
5377,1/15/2008,0,"""E"" FOR EFFORT",600,7,2,8.5,1,0,,The CFL's Eskimos call this city home,Edmonton
4241,1/27/2003,1,AUTOBIOGRAPHERS,800,5,0,0.25,2,0,,"1979: ""Stand by your Man""",Tammy Wynette
4596,9/6/2004,1,WORLD HISTORY,800,15,5,9.64,1,0,,"Mindon, as emperor of this country, set up a new capital in 1857 at Mandalay",Burma
5512,7/22/2008,1,STATE FISH,800,18,4,8.19,1,0,,"A subspecies of cutthroat trout, the Bonneville cutthroat is native to this state & is its state fish",Utah
4283,3/26/2003,1,VOCABULARY,800,10,3,9.35,1,0,,Turban & this flower name share the same Turkish roots,tulip
6145,5/6/2011,0,ISLANDS,600,21,9,11.45,2,0,,Sand Island is part of this central Pacific atoll that entered history in June 1942 with the actions of carriers nearby,Midway Island
4885,12/2/2005,0,SAY CHEESE!,1000,20,5,8.58,1,0,,"A favorite of Charlemagne, a true version of this cheese can be authenticated by a red sheep on the wrapper",Roquefort
4837,9/27/2005,1,SOUTH OF THE EQUATOR,1200,15,7,11.75,3,0,,"The Australian capital territory, which includes Canberra, was carved out of this most populous state",New South Wales
5868,3/3/2010,1,BALLET DANCERS,400,18,8,11.55,1,0,,"Nicknamed Misha, he was nominated for a 1989 Tony Award for Best Actor in a drama for ""Metamorphosis""",Baryshnikov
5181,3/5/2007,0,THE WEATHER REPORT,600,11,5,11.36,1,0,,It's officially called dense when it reduces visibility to 1/8 mile,fog
5253,6/13/2007,0,CONGRESSIONAL DISTRICTS,1000,13,7,13.44,2,0,,Woonsocket & Pawtucket are served by Patrick Kennedy of this state's 1st district,Rhode Island
4721,2/28/2005,0,COUNTRIES IN FRENCH,800,2,1,11.63,3,0,,Le Royaume-Uni,the United Kingdom
4948,3/1/2006,1,PHILOSOPHY,800,14,4,8.84,1,0,,"From the Greek for ""pleasure"", it's the doctrine that pleasure is the highest good",hedonism
4342,6/17/2003,1,UNUSUAL TREES,2000,21,3,6.93,2,0,,"This tree's odd appearance gave it an odd name from Lewis Carroll, ""for the snark was one of these, you see""",boojum tree
5975,7/30/2010,0,STATE MOTTOES,600,14,5,9.97,2,0,,"For Oklahoma, not amor but labor omnia vincit; ""work"" does this to ""all things""",conquers all
4747,4/5/2005,1,YOU SLEIGH ME,2000,31,6,7.81,1,1,http://www.j-archive.com/media/2005-04-05_DJ_21.jpg,"(Sarah of the Clue Crew sits in a bobsled in Park City, UT.)  In some curves, bobsleds can reach speeds of 80-90 mph & 4 of these forces",g-forces
5057,9/12/2006,1,AT THE MOZART HOUSE,400,48,11,8.89,4,1,"http://www.j-archive.com/media/2006-09-12_DJ_21.wmv, http://www.j-archive.com/media/2006-09-12_DJ_21.jpg, http://www.j-archive.com/media/2006-09-12_DJ_21a.jpg","(Jimmy of the Clue Crew stands in the open second-floor window of the Mozart House in Vienna, Austria.)  It was here in this home that Mozart wrote this famous 1786 opera, so the building has long been known as ""Figaro House""",The Marriage of Figaro
4838,9/28/2005,0,"HEY ""YA""",200,10,3,8.87,1,0,,More than 345 million individuals each month hit this website,Yahoo!
4165,10/11/2002,0,WORLD SERIES HOMERS,600,22,6,9.03,3,0,,"One ""Amazing"" moment in this team's 1969 Series win was a homer by Al Weis, who hit 7 in his whole career",New York Mets
5099,11/9/2006,0,STARRING ROLLS,200,18,6,9.79,1,0,,"What we call this doughy breakfast roll, sometimes lathered with gravy, refers to a cookie in the U.K.",biscuit
5854,2/11/2010,0,COUNTRIES BY NEWSPAPER,800,2,2,19.53,1,0,,Magyar Nemzet,Hungary
6145,5/6/2011,0,FROM D TO E,1000,11,3,9.35,2,1,http://www.j-archive.com/media/2011-05-06_J_15.jpg,"It's the rodent seen here, and, surprisingly, it's awake",a dormouse
4608,9/22/2004,1,A YEAR IN THE LIFE OF HERBERT HOOVER,800,23,4,7.6,4,0,,In 1932 Hoover lost 472-59 in the Electoral College to FDR & the Cubs got swept by this team in the World Series,the (New York) Yankees
4209,12/12/2002,1,HEADING FOR HOME,1600,13,5,10.35,2,0,,"HQ'd in Scarborough, Ontario, this 'bare"" furniture chain sells semifinished wood home furnishings",Naked Furniture
5863,2/24/2010,0,"""L.L."", SEE",200,17,6,10.05,2,0,,"Different from a wireless, this is a term for a phone with physical connection between 2 devices",a landline
5741,7/20/2009,0,STORYTELLERS,1000,18,10,12.86,2,0,,"Written in Portuguese, ""O Alquimista"" by Paulo Coelho has sold 30 mil. copies, many under this English title",The Alchemist
5642,3/3/2009,1,"THE SECRET LIFE OF ""B""s",800,11,7,14.23,1,0,,Systematic stress technique used on American prisoners during the Korean War,brainwashing
5054,7/27/2006,0,CONNECT UP WITH CONNECTICUT,200,19,6,9.57,1,0,,It's the spice in Connecticut's state nickname that you might sprinkle into your eggnog on a cold Connecticut night,nutmeg
5793,11/18/2009,1,IN MY NETFLIX QUEUE,400,14,5,9.97,2,0,,"Subtitled ""I Want to Believe"", the second film based on this eerie TV series",The X-Files
5751,9/21/2009,1,"CROSSWORD CLUES ""P""",1600,4,1,7.78,1,0,,Suit-bringer in court (9),plaintiff
4563,6/9/2004,1,"THE ""L"" WORD",800,14,4,8.84,1,0,,"You're in a famous paradox if a Cretan tells you ""All Cretans are these""",liars
4702,2/1/2005,0,AT THE MALL,1000,17,3,7.27,1,0,,"Start saving up for a video phone from this company whose store is a real ""hot spot""",T-Mobile
4084,5/9/2002,1,MILLION,1600,22,10,11.9,1,0,,"Of the 10 million slaves sent to the Americas over 3 1/2 centuries, almost 40 percent went to this Latin American country",Brazil
5577,12/2/2008,1,BEFORE & AFTER,1200,14,4,9.14,2,0,,"A trend-setting sports network with new hosts JC Chasez, Joey Fatone & Lance Bass",ESPN SYNC
4959,3/16/2006,1,1960s ROCK LYRICS,800,24,7,9.01,1,0,,"In this 1965 hit, The Beatles sang, ""Suddenly, I'm not half the man I used to be.  There's a shadow hanging over me""","""Yesterday"""
5984,9/23/2010,1,ONE HOT TOWN,2000,21,5,8.44,2,0,,We're not sure it was a happy 4th of July in 1911 in Nashua in this state; 1060 tempers a celebration,New Hampshire
6270,12/16/2011,0,"THING""O""",800,17,5,9.12,1,0,,A type of con game; many a police department used to have a squad named for it,bunko
6076,1/31/2011,0,GOOD GNUS,500,19,4,7.9,4,0,,Gnus are one of the main sights for those on safari in this Tanzanian national park established in 1951,the Serengeti National Park
5520,9/12/2008,1,THE 1800s,800,23,2,5.58,1,0,,"Though the U.S. won the war, it still paid this country more than 18 million for the land it took in the 1840s",Mexico
4260,2/21/2003,1,"ENDS IN ""O""",2000,7,3,10.75,1,0,,It's another name for the pygmy chimpanzee,bonobo
5692,5/12/2009,0,TV GEOGRAPHY,400,8,4,11.93,1,0,,"""Everybody Hates Chris"", who lives in this borough",Brooklyn
4786,5/30/2005,0,MEN OF SCIENCE,200,19,7,9.77,2,0,,"In 1933 he joined the Institute for Advanced Study in Princeton, N.J.; he became a U.S. citizen in 1940",Albert Einstein
4735,3/18/2005,1,CONTEMPORARY ART,1200,14,10,16.43,3,0,,Neo-expressionest Julian Schnabel changed canvases & directed this film about Cuban poet Reinaldo Arenas,Before Night Falls
4677,12/28/2004,0,ONWARD CHRISTIAN SLATER,1000,14,8,14,2,0,,1996: Christian & Samantha Mathis try to prevent John Travolta from stealing nuclear missiles,Broken Arrow
4765,4/29/2005,0,NASCAR SPONSORS,1000,23,6,8.67,1,0,,"Jeff Gordon finds ""The miracles of science"" &  a sponsor with this chemical co. that began in 1802 as an explosives co.",DuPont
5855,2/12/2010,1,FLOWERS & CANDY,1200,41,13,9.98,1,1,http://www.j-archive.com/media/2010-02-12_DJ_28.jpg,"(Kelly of the Clue Crew shows some candy at the See's Candy Factory.)  A cookbook from the days of the Roman Empire has a recipe for ""nucatum"" which is the Latin root of this confection still popular today",nougat
4628,10/20/2004,1,THE YOU-NIVERSE,1600,18,6,9.79,1,0,,"The upper 7 pairs of these are attached to the breastbone; the others are considered ""false"" or ""floating""",ribs
5605,1/9/2009,0,POTENT POTABLES,200,12,5,11.36,1,0,,"It's the liquor in a casino cocktail, & often in a martini",gin
5688,5/6/2009,0,COMPUTER RHYME TIME,200,10,3,8.87,3,0,,A sliver from a LaserJet that gets under your skin,a printer splinter
4581,7/5/2004,0,TAKE THIS,200,8,3,10.75,2,0,,Take this dessert & you're surprising or unusual,the cake
6097,3/1/2011,0,"A NON-SPELLING ""BEE""",600,11,5,11.36,2,0,,This paging device was invented around 1950 with doctors in mind,a beeper
4756,4/18/2005,0,BRITISH SPELLING BEE,800,19,3,7.07,1,0,,"With no pence on hand, you might ask the curry restaurant, ""Will you take"" a personal one of these?",C-H-E-Q-U-E
5615,1/23/2009,0,"2 ANIMALS, 1 WORD",1000,15,6,10.7,2,0,,"To know this other name for a binturong, try asking around the University of Cincinnati",a bearcat
4994,5/4/2006,0,AUTO FOCUS,800,15,7,11.75,1,0,,"Datsun, which became this company, was changed from Datson because son meant ""loss"" in Japanese",Nissan
6148,5/11/2011,1,LOST PARENT-TEACHER CONFERENCES?,800,23,3,6.84,2,0,,"Mr. Clay, your son won't raise his own hand; he gets a classmate here at Louisville Central High to raise it for him",Muhammad Ali
5624,2/5/2009,1,BULL,400,20,7,10.4,2,0,,John Travolta & Debra Winger demonstrated the fine art of riding a mechanical bull at Gilley's in this 1980 film,Urban Cowboy
5086,10/23/2006,1,HISTORICAL MEN & WOMEN,1600,18,6,9.79,1,0,,"After abdicating this country's throne in 1654, Christina tried to get the throne in Poland or Naples--didn't work",Sweden
4630,10/22/2004,1,THE WORLD OF WORDS,400,14,8,13.35,1,0,,"Myrige, an old English word for ""pheasant"", evolved into this adjective that precedes Christmas",merry
5878,3/17/2010,1,COMPLETES THE QUOTATION,2000,10,3,10.75,1,0,,""" _____ is one percent inspiration & 99 percent perspiration""",Genius
4560,6/4/2004,1,"GIVE ""A""",800,12,3,8.49,2,1,http://www.j-archive.com/media/2004-06-04_DJ_02.mp3,It's the 18th century hymn heard here in an updated version,"""Amazing Grace"""
4690,1/14/2005,0,TV ROLES ON FILM,200,19,4,7.9,1,0,,"Hey old chum, Val Kilmer played this man, but to me, no one could ever replace Mr. Adam West",Batman
5051,7/24/2006,1,20th CENTURY POP CULTURE,1200,19,4,7.9,3,0,,The first time blimp shots were part of a televised sporting event was in 1960 at this Miami venue,the Orange Bowl
6291,1/16/2012,0,"TAKE IT ""SLOW""",1000,8,4,11.93,2,0,,"What camera crews call ""over-cranking"" produces this effect",slow motion
4976,4/10/2006,0,"RED ROVER, RED ROVER",1000,20,5,8.58,1,0,,Each Mars rover is more than 17 times as heavy as this Pathfinder rover that landed on Mars in 1997,Sojourner
4508,3/24/2004,0,"""MINI"" BAR",600,4,3,15.68,2,0,,It's also called putt-putt,mini golf
5849,2/4/2010,0,COLLEGIATE RHYME TIME,600,7,1,6.24,2,0,,A B.A. in hosting a TV show,emcee degree
5872,3/9/2010,0,ALSO AN AIRLINE,1000,2,1,11.63,1,0,,Cobalt plane,JetBlue
5018,6/7/2006,1,NATIONAL MEDAL OF ARTS RECIPIENTS,800,18,8,11.55,1,0,,"As Brancusi's assistant, Isamu Noguchi mastered this art form on display at a Queens museum named for him",sculpture
4495,3/5/2004,0,FRAGRANCES,800,16,6,10.7,1,0,,"In addition to the original, Ralph Lauren has Sport & Sport Extreme versions of this fragrance",Polo
6171,6/13/2011,1,MUSICAL FILL IN THE BLANK,2000,4,0,0.15,1,0,,"""110 in the ____""",Shade
4582,7/6/2004,1,THE EMERALD ISLE,800,13,5,10.35,1,0,,It's the one-word term for the traditional 6 counties known as Northern Ireland,Ulster
4362,7/15/2003,1,VIENNA-RAMA,2000,16,5,9.36,2,0,,The 450-foot steeple of this saint's cathedral can be seen from almost anywhere in the city,St. Stephen
4511,3/29/2004,1,"""I"" REMEMBER",400,19,7,10.4,1,0,,This tax shelter for later in your life was created in 1974 to assist those without company pension plans,IRA
4226,1/6/2003,0,DON'T TRY THIS AT HOME,200,23,3,6.88,1,0,,Don't jump up & down on your bed to the point that it causes one of these seismic shakings of the Earth's crust,earthquake
5842,1/26/2010,1,OF DISCIPLINE,400,8,4,11.93,1,0,,Phonetics and semantics are subfields of this discipline,linguistics
4268,3/5/2003,1,"""A"" PLUS",2000,10,4,10.45,1,0,,Fritz Haber invented a process to make this smelly gas,ammonia
5289,9/13/2007,1,POP ON A CD,2000,7,4,13.01,1,0,,"""Dirty Mind"", ""Controversy"", ""The Love Symbol Album""",Prince
