,Show,AirDate,Round,Category,Value,qLength,qHardWords,qDaleChall,aLength,hasMedia,mediaLink,Question,Answer
90400,5764,10/8/2009,Jeopardy!,ENDS WITH THE SAME 2 LETTERS,800,6,3,11.83,1,False,,"Any bishop, but especially the pope",pontiff
8019,5591,12/22/2008,Jeopardy!,MOVIE MUSICALS,600,17,6,10.05,2,False,,"He played silent film star Don Lockwood, who liked the glorious feelin' of ""Singin' in the Rain""",Gene Kelly
962,4699,1/27/2005,Jeopardy!,FIRST NAME'S THE SAME,600,2,1,11.63,1,False,,"Carey, Bledsoe",Drew
8871,5946,6/21/2010,Jeopardy!,BALD IS BEAUTIFUL,600,17,2,6.49,2,True,http://www.j-archive.com/media/2010-06-21_J_18.jpg,"The thing is, one of this TV and movie actor's roles was as ""The Thing""",(Michael) Chiklis
94001,4741,3/28/2005,Jeopardy!,MINNESOTA,1000,17,6,10.05,4,False,,The northernmost point in the contiguous 48 states lies on the northwest angle in this U.S.-Canadian lake,Lake of the Woods
675,4960,3/17/2006,Jeopardy!,SI's SIGNS OF THE APOCALYPSE,600,15,6,10.7,2,False,,"This Miami Heat superstar center's ""wife, Shaunie, said their family has outgrown its 18-bedroom home""",Shaquille O'Neal
118624,5195,3/23/2007,Double Jeopardy!,MEDICAL DEVICES,1200,20,7,9.66,2,False,,In 1901 this wounded pres. was treated by a gynecological surgeon who used a sewing needle to close him up,William McKinley
72174,4972,4/4/2006,Double Jeopardy!,"""M""EDICINE",1600,14,4,8.84,3,False,,"The lower portion of the brain stem, its name means ""long marrow"" in Latin",the medulla oblongata
113118,5646,3/9/2009,Double Jeopardy!,AMERICAN FEMALE FIGURE SKATERS,1200,18,4,8.04,2,False,,This skater known for her hairstyle bought the Ice Capades in 1993 but sold it 2 years later,Dorothy Hamill
80552,4967,3/28/2006,Double Jeopardy!,"""UNDER""",1600,16,4,8.38,2,False,,To not let enough light into the camera for enough time to get a good image,to underexpose
29914,4578,6/30/2004,Jeopardy!,THE BLUE & THE GRAY,1000,15,8,13.01,4,False,,"After Antietam, Lee withdrew into Virginia & whupped Burnside at this Dec. 13, 1862 battle",the Battle of Fredericksburg
68303,5610,1/16/2009,Jeopardy!,FILMS OF THE 1980s,400,14,7,12.23,3,False,,"The title of this 1989 comedy refers to Baby Mikey, voiced by Bruce Willis",Look Who's Talking
106717,5024,6/15/2006,Double Jeopardy!,CITY OF THE DAY: DETROIT,1600,20,5,8.58,2,False,,"In 1999, at the final sendoff for this structure, a sign in the upper deck read, ""Today, there is crying...""",Tiger Stadium
61126,4718,2/23/2005,Double Jeopardy!,PLAYS,1600,12,5,10.51,2,False,,"1949 play character who says, ""Charley is... liked, but he's not--well liked""",Willy Loman
29013,5543,10/15/2008,Jeopardy!,AT THE MOVIES,800,21,5,8.44,3,False,,"The ""Legend of the Deep"" in this 2007 film is a mysterious egg that hatches a sea creature of Scottish myth",The Water Horse
23450,5593,12/24/2008,Double Jeopardy!,"""OAK"" LAND",2000,9,3,9.35,3,False,,Connecticut has this specific tree on its state quarter,the Charter Oak
111936,5533,10/1/2008,Jeopardy!,WORLD HERITAGE SITES,800,10,4,10.45,5,False,,Construction continued on this fortification up to the Ming Dynasty,the Great Wall of China
43323,5976,9/13/2010,Double Jeopardy!,THE THINGS YOU SAY!,800,12,5,11.36,1,False,,Lettish & Turkish are languages; this -ish is a synonym for nonsense,gibberish
52004,5344,11/29/2007,Double Jeopardy!,WHERE AM I?,800,37,8,7.91,1,True,http://www.j-archive.com/media/2007-11-29_DJ_02.jpg,"(Jon of the Clue Crew reads from a European riverbank.)  Since 1209, a church has stood on this same spot; today, St. Peter's is a landmark in this middle of the three Baltic states",Latvia
18579,5589,12/18/2008,Double Jeopardy!,PRESIDENTIAL SURNAMES,400,15,4,8.84,2,False,,"Jayne Mansfield, Mamie Van Doren & this actress were collectively known as the 3 Ms",Marilyn Monroe
47730,4246,2/3/2003,Double Jeopardy!,ANIMAL PASSION,800,16,6,10.35,1,False,,This rodent's quills are missing from the underside of the female's tail (fortunately for the male),porcupine
19755,4318,5/14/2003,Jeopardy!,PARIS SITES,800,16,6,10.35,2,False,,"Seen here, it's located in the Hôtel des Invalides and considered one of France's foremost shrines",Napoleon's Tomb
89647,4457,1/13/2004,Jeopardy!,STATE STUFF,200,16,7,11.75,1,False,,"One of this state's license plates depicts an automobile & says it's the ""World's Motor Capital""",Michigan
13061,6282,1/3/2012,Jeopardy!,THE NUMBER AFTER 1: LITERARY EDITION,1000,18,5,8.92,1,False,,"Dominick Dunne wrote about a pair of women in a navy ensign's life in ""The Two Mrs."" these",Grenvilles
9392,5513,7/23/2008,Jeopardy!,IT'S AN ETHNIC THING,800,4,3,19.58,1,False,,Linen & Republican Army,Irish
26116,5846,2/1/2010,Double Jeopardy!,POP CULTURE,2000,12,5,10.81,2,False,,"This star of ""The Nanny Diaries"" has a twin brother named Hunter",Scarlett Johannson
50012,6053,12/29/2010,Jeopardy!,"""BABY"" TALK",400,16,7,11.34,3,False,,"After the euphoria of birth, a new mom may experience mild-to-severe depression with this ""colorful"" nickname",the baby blues
30328,4274,3/13/2003,Double Jeopardy!,"""ANTI""-MATTER",800,17,3,7.39,1,False,,"Quick!  Give me the name of a poison remedy from the Greek for ""to give against""",antidote
70174,5652,3/17/2009,Jeopardy!,THE JOHN C. FREMONT EXPERIENCE,800,40,12,9.92,3,True,"http://www.j-archive.com/media/2009-03-17_J_19.jpg, http://www.j-archive.com/media/2009-03-17_J_19a.jpg","(Kelly of the Clue Crew indicates a map on the monitor.) The Great Salt Lake, the Humboldt River & Death Valley are all part of a desert region of internal drainage Fremont called the Great this",the Great Basin
99394,6269,12/15/2011,Jeopardy!,DIALECTS,600,17,6,10.35,1,False,,"Alemannic, a dialect of this language, has 2 main forms in Switzerland centering on Bern & Zurich",German
100624,4847,10/11/2005,Jeopardy!,WARNER BROS. ANIMATION,600,16,4,8.59,3,True,http://www.j-archive.com/media/2005-10-11_J_03.wmv,Mechanikat is one of the evil adversaries of this new breed of superhero seen here,Krypto the Superdog
99710,5023,6/14/2006,Double Jeopardy!,MEASUREMENT,1600,41,8,8.19,1,True,"http://www.j-archive.com/media/2006-06-14_DJ_24.jpg, http://www.j-archive.com/media/2006-06-14_DJ_24a.jpg, http://www.j-archive.com/media/2006-06-14_DJ_24b.jpg","(Jon of the Clue Crew uses a map and compass.)  To reach my destination, I need to find this measure of angular direction; here, the one I want is 40 degrees from magnetic north",bearing
72025,4907,1/3/2006,Jeopardy!,EVERYTHING FROM A TO X,400,12,4,9.5,1,False,,"In 1613 some 60,000 died of this infectious disease in southern Europe",anthrax
112315,5485,6/13/2008,Jeopardy!,HODGEPODGE,400,13,5,10.03,1,False,,Psychologist Otto Rank ranked this trauma as the no. 1 cause of neurosis,birth
88547,4655,11/26/2004,Double Jeopardy!,"THE ""K"" TEAM",400,22,4,7.6,3,False,,"He also said, ""Ask not what America will do for you, but what together we can do for the freedom of man""",John F. Kennedy
54642,4389,10/9/2003,Double Jeopardy!,LODGING,400,18,4,8.04,2,False,,"If you're looking at a long time in Tempe, try Studio 6, the extended-stay version of this chain",Motel 6
114649,6043,12/15/2010,Jeopardy!,THE CITY'S MAYOR,600,5,1,7.04,2,False,,Tom Bradley (1973 to 1993),Los Angeles
41893,5310,10/12/2007,Jeopardy!,MYTHOLOGY,800,18,2,6.34,1,False,,This Greek sea god could cause springs to flow & create storms with a flourish of his trident,Poseidon
81207,5245,6/1/2007,Double Jeopardy!,"HE'S DEAD, JIM",400,18,10,13.77,2,False,,Reported final resting places of this man who disappeared in 1975 include Giants Stadium & under Pulaski Skyway,Jimmy Hoffa
102512,5867,3/2/2010,Double Jeopardy!,WHERE AM I?,1200,33,12,10.89,1,True,http://www.j-archive.com/media/2010-03-02_DJ_08.jpg,"(Kelly of the Clue Crew sits amongst boxes of crayons.)  I'm at the Crayola factory in this state's city of Easton, part of an industrial complex with Allentown & Bethlehem",Pennsylvania
44780,4267,3/4/2003,Jeopardy!,"THIS MEANS ""WAR""",1000,9,2,7.59,1,False,,A town at the mouth of the Providence River,Warwick
86461,5697,5/19/2009,Double Jeopardy!,EDIBLE COMMON BONDS,1200,3,2,14.31,2,False,,"Florentine, Scotch, Sardou",egg dishes
74393,4771,5/9/2005,Jeopardy!,THE BIBLE BELT,1000,17,6,10.35,1,False,,"It's Jerusalem to Isaiah, a peaceful ""land"" to John Bunyan, & a small ""ville"" in North Carolina",Beulah
34670,5574,11/27/2008,Double Jeopardy!,SHOW BIZ AWARD WINNERS,2000,13,3,8.49,2,True,http://www.j-archive.com/media/2008-11-27_DJ_17.jpg,"Doing some bad things in ""Michael Clayton"" won her an Oscar",Tilda Swinton
101479,6048,12/22/2010,Jeopardy!,"GATHER 'ROUND THE ""TRE""",800,16,6,10.7,2,False,,"You might ""desire"" this urban vehicle that runs on rails & is often powered by electricity",a streetcar
44491,5134,12/28/2006,Jeopardy!,19th CENTURY FACES,800,9,1,6.24,2,True,http://www.j-archive.com/media/2006-12-28_J_29.jpg,"19th century man of steel, seen here",Andrew Carnegie
100575,5587,12/16/2008,Jeopardy!,WHO MADE THAT ALPHANUMERIC THING?,800,12,3,8.18,1,False,,A1 steak sauce; this company is known for its American cheese slices,Kraft
45572,5919,5/13/2010,Double Jeopardy!,"THE HECUBA, YOU SAY",800,16,6,10.7,1,False,,"One of Hecuba's daughters, she received the gift of prophecy & foresaw the destruction of Troy",Cassandra
75006,5072,10/3/2006,Jeopardy!,LET'S CELEBRATE!,400,13,9,15.21,2,False,,Former U.S. Senator Gaylord Nelson founded this annual observance devoted to the environment,Earth Day
29157,5987,9/28/2010,Double Jeopardy!,LYRICS OF THE ARTIST,2000,20,2,5.77,1,False,,"""Are you going to let it all hang out?  Fat bottomed girls, you make the rockin' world go round""",Queen
38734,5393,2/6/2008,Jeopardy!,PRINCE,200,13,8,14.0,2,False,,"In a Stravinsky ballet, this title creature gives Prince Ivan a magic feather",the Firebird
104790,6168,6/8/2011,Jeopardy!,"""KICK""ING",1000,5,3,13.36,1,False,,Algonquian tribe of southern Wisconsin,Kickapoo
106614,4938,2/15/2006,Double Jeopardy!,RHYME TIME,2000,5,1,7.04,3,False,,A recliner for your wig,a hair chair
7075,5760,10/2/2009,Jeopardy!,A WORLD OF MEMOIRS,200,15,3,7.54,1,False,,"No coups or revolutions in Bruce McCall's ""Thin Ice: Coming of Age in"" this country",Canada
81327,4840,9/30/2005,Double Jeopardy!,"""COM""",800,12,4,9.5,1,False,,"1-word term for fellowship, or the act of receiving the Eucharistic elements",communion
49276,5326,11/5/2007,Jeopardy!,FISSION,400,12,4,9.5,2,False,,The first fission bomb ever dropped in war had this diminutive name,Little Boy
31250,6079,2/3/2011,Double Jeopardy!,OUR WATERY WORLD,2000,33,10,9.36,3,True,http://www.j-archive.com/media/2011-02-03_DJ_25.wmv,"(Jimmy of the Clue Crew shows a globe on the monitor.) Exactly two-thirds of the way south from the equator, you can circumnavigate the world without ever crossing land at this latitude",60 degrees south
14267,6242,11/8/2011,Jeopardy!,IT'S YES-VEMBER,400,17,8,11.91,2,False,,"The Maastricht Treaty came into effect on November 1, 1993, providing for the currency now called this",the euro
3134,5914,5/6/2010,Jeopardy!,SPOILER ALERT!,1000,16,9,13.85,1,False,,"1932: The unusual circus performers discover Olga's murderous plans & turn her into a ""chicken woman""",Freaks
31772,5495,6/27/2008,Jeopardy!,"""D"" TALKS",400,12,6,12.13,1,False,,To unearth by dragging along the bottom of a body of water,dredge
43319,5976,9/13/2010,Double Jeopardy!,GHOST WRITERS,400,16,2,6.4,3,False,,"You know her 1852 antislavery novel, but maybe not her 1870 ""The Ghost in the Mill""",Harriet Beecher Stowe
73327,4290,4/4/2003,Double Jeopardy!,BRITISH ORDERS OF CHIVALRY,1200,17,3,6.99,3,False,,"When you least expect it, Wham!  You get ""The Most Distinguished Order of"" these 2 saints",George & Michael
89498,5168,2/14/2007,Jeopardy!,THE CW,1000,13,6,12.13,1,False,,"Brothers have to fight vampires, spirits & even clowns on this ghoulish drama",Supernatural
85317,4209,12/12/2002,Jeopardy!,CHAT ROOM LINGO,800,7,0,0.35,3,False,,"""OOTB"" means you should think this way",outside the box
66925,4672,12/21/2004,Jeopardy!,TRAVEL FUN,800,19,8,11.23,1,False,,"Try to break the record for eating these hot peppers at the annual Laredo, Texas festival named for them",jalapenos
110057,5218,4/25/2007,Jeopardy!,EARS TO YOU!,400,9,3,9.95,2,False,,"Cervantes & Tennyson both warned that these ""have ears""",the walls
70778,5751,9/21/2009,Jeopardy!,AWKWARD,200,20,7,10.16,2,False,,"After pardoning a turkey in 2009 on Thanksgiving, this governor gave an interview in front of a turkey being slaughtered",Sarah Palin
32243,5065,9/22/2006,Double Jeopardy!,NEW HAMPSHIRE,400,17,6,10.05,2,False,,"The state flag depicts the Ralegh, the first of these to carry the American flag into battle",a ship
27191,4158,10/2/2002,Double Jeopardy!,"THEY WILL ""COME""",1600,6,3,11.83,5,False,,"Proverbially, ""Curses, like chickens"" do this",they come home to roost
60844,5572,11/25/2008,Double Jeopardy!,JUNIOR SAMPLES,2000,18,6,9.35,3,False,,In 1979 he resigned as ambassador to the U.N. because of an unauthorized meeting with a PLO representative,"Andrew Young, Jr."
102703,5985,9/24/2010,Jeopardy!,THERE'S A PRICE ON YOUR HEAD,400,11,2,7.05,2,False,,"In 2007 a skull of this carnivorous dinosaur went for 276,000",T. rex
88414,4711,2/14/2005,Jeopardy!,STOCK SYMBOL SHOPPING,600,3,0,0.15,1,False,,For DVDs: BBI,Blockbuster
102730,5985,9/24/2010,Double Jeopardy!,"NAH, IT'S JUST ""ME""",400,8,3,9.95,2,False,,Rubeola is the medical name for this disease,the measles
346,4107,6/11/2002,Jeopardy!,"""BLACK"" OR ""WHITE""",600,18,7,10.67,3,False,,"People have asked why the whole airplane isn't made out of the same material as this ""indestructible"" device",the black box
20833,4292,4/8/2003,Double Jeopardy!,EURO COINS,800,21,5,8.44,1,False,,This country has a very busy coin; Europa is being abducted by Zeus who is in the form of a bull,Greece
17503,5651,3/16/2009,Jeopardy!,PREZ DISPENSERS,800,7,4,13.01,2,False,,In 1995 Aleksander Kwasniewski defeated this incumbent,Lech Walesa
49037,5950,6/25/2010,Double Jeopardy!,EXPO,2000,17,6,10.05,1,False,,"A 21-hour production of this Goethe tale was a highlight of the 2000 expo in Hanover, Germany",Faust
53455,6089,2/17/2011,Double Jeopardy!,GLEE SONGS,400,17,6,10.05,3,False,,"The first episode featured the ensemble singing this Journey song that begins, ""Just a small town girl""","""Don't Stop Believin'"""
40359,4851,10/17/2005,Jeopardy!,A WALK IN THE CLOUDS,600,22,3,6.88,1,False,,"From the type of cloud it indicates, a horizontal line is this type of ""symbol"" (sounds like a big house or car)",stratus
20084,5754,9/24/2009,Jeopardy!,CHINA IN THE MUSEUM,800,37,17,12.82,3,True,"http://www.j-archive.com/media/2009-09-24_J_29.jpg, http://www.j-archive.com/media/2009-09-24_J_29a.jpg","(Alex reports from Royal Ontario Museum in Toronto.)  The ROM's Asia collection includes the tomb of Zu Dashou, a general who, in the early 1600s, helped defend this dynasty against Manchu attacks",the Ming Dynasty
28092,6203,7/27/2011,Double Jeopardy!,LOCAL COLOR,2000,9,3,9.35,1,False,,"German for ""white"", in Bavaria it's found before ""Bier""",weiss
114973,5163,2/7/2007,Jeopardy!,TECH-KNOW,200,18,7,10.67,2,False,,"For a great deal, check out this smallest version of the Apple iPod, even tinier than the Nano",the Shuffle
25510,6076,1/31/2011,Double Jeopardy!,U.S. GRANT,400,20,5,8.58,2,False,,"In April 1861, a week after this fort fell, Grant wrote, ""There are but two parties now, traitors and patriots""",Fort Sumter
85917,4942,2/21/2006,Jeopardy!,ORGANIZATIONS,400,16,9,13.31,9,False,,"Horrified at the treatment of horses, Henry Bergh founded the American version of this humane society",the Society for the Prevention of Cruelty to Animals
34047,5022,6/13/2006,Double Jeopardy!,CITY OF THE DAY: BIRMINGHAM,800,21,4,7.29,1,False,,"In its Oct. 2001 issue, this mag ranked B'ham's Highlands Bar & Grill among the top 5 restaurants in the U.S.",Gourmet
78710,4891,12/12/2005,Double Jeopardy!,MEN OF RELIGION,2000,16,4,8.38,2,False,,"By his own account, this notorious Khmer Rouge leader spent 2 years as a Buddhist monk",Pol Pot
11977,5874,3/11/2010,Jeopardy!,"OF ""OZ""",600,5,1,7.04,2,False,,A type of large tractor,a bulldozer
49252,5875,3/12/2010,Double Jeopardy!,"""BUR"" BANK",1200,11,5,11.36,3,False,,"In this ordinal type of injury, only the epidermis is affected",a first-degree burn
109193,4284,3/27/2003,Double Jeopardy!,SPORTS NICKNAMES,1200,8,5,13.9,2,False,,Famous nickname of drag racing legend Don Garlits,"""Big Daddy"""
103932,6273,12/21/2011,Double Jeopardy!,PETS IN HISTORY,2000,20,9,11.24,2,False,,This little protege of P.T. Barnum led a playful attack on Queen Victoria's poodle after the dog barked at him,Tom Thumb
92449,4397,10/21/2003,Double Jeopardy!,SONNETS,2000,15,3,7.54,1,False,,"Completes the first line of a Wordsworth poem, ""Earth has not anything to show more...""",fair
16830,5599,1/1/2009,Jeopardy!,"A LITTLE ""B"" BOP",1000,10,5,12.03,1,False,,"Established in Alberta in 1885, it's Canada's oldest national park",Banff
87694,5573,11/26/2008,Jeopardy!,THE NATIONAL WEATHER SERVICE,1000,24,9,11.24,2,True,"http://www.j-archive.com/media/2008-11-26_J_30.jpg, http://www.j-archive.com/media/2008-11-26_J_30a.jpg","(Kelly reads the clue.) Many tornadoes develop from a special kind of thunderstorm called this, with a deep rotating updraft",a supercell
63335,6296,1/23/2012,Jeopardy!,COUNTRY GROUPS,200,20,8,10.94,2,False,,"The ""Lady"" in this group that won 5 2010 acm awards is Hillary Scott, daughter of country singer Linda Davis",Lady Antebellum
45566,5919,5/13/2010,Double Jeopardy!,"THE HECUBA, YOU SAY",400,7,5,15.26,1,False,,"She eloped with Paris, becoming Hecuba's daughter-in-law",Helen
112170,6018,11/10/2010,Double Jeopardy!,SPACING OUT,400,14,8,13.35,4,False,,"Per NASA, with 16 participating nations, it's the largest cooperative scientific project in history",the International Space Station
